Chromosome,Source,Feature,Start,End,Score,Strand,Frame,TranscriptID
1_RagTag,AUGUSTUS,gene,289153901,289155012,0.19,+,.,g7210
3_RagTag,AUGUSTUS,gene,89414007,89415098,0.6,-,.,g20695
1_RagTag,AUGUSTUS,gene,53445850,53449100,0.02,+,.,g1801
3_RagTag,AUGUSTUS,gene,301446881,301448343,0.61,-,.,g25345
2_RagTag,AUGUSTUS,gene,425182044,425183677,0.42,-,.,g17694
3_RagTag,AUGUSTUS,gene,317649347,317659466,0.07,-,.,g25741
1_RagTag,AUGUSTUS,gene,91059834,91110736,0.02,-,.,g2846
1_RagTag,AUGUSTUS,gene,217895982,217898458,0.05,+,.,g5427
1_RagTag,AUGUSTUS,gene,97458754,97487069,0.46,-,.,g2977
3_RagTag,GeneMark.hmm3,gene,284168604,284169997,.,-,.,gene_id file_2_31235_g; transcript_id file_2_31235_t;
2_RagTag,AUGUSTUS,gene,389286845,389292367,0.23,-,.,g16729
1_RagTag,AUGUSTUS,gene,216852947,216854185,0.63,-,.,g5382
1_RagTag,AUGUSTUS,gene,14756134,14763633,0.15,+,.,g489
3_RagTag,GeneMark.hmm3,gene,294748079,294748637,.,+,.,gene_id file_2_31653_g; transcript_id file_2_31653_t;
2_RagTag,GeneMark.hmm3,gene,251407199,251407662,.,-,.,gene_id file_2_17381_g; transcript_id file_2_17381_t;
1_RagTag,AUGUSTUS,gene,47283542,47295830,0.02,+,.,g1609
ptg001017l,AUGUSTUS,gene,25807,32448,0.45,-,.,g28256
3_RagTag,AUGUSTUS,gene,263893871,263905070,0.03,+,.,g24377
1_RagTag,GeneMark.hmm3,gene,147438632,147439144,.,+,.,gene_id file_2_5047_g; transcript_id file_2_5047_t;
1_RagTag,AUGUSTUS,gene,103608779,103610525,0.05,-,.,g3102
ptg000177l,AUGUSTUS,gene,126915,133046,0.07,-,.,g27343
3_RagTag,AUGUSTUS,gene,175270704,175304022,0.49,-,.,g22608
2_RagTag,AUGUSTUS,gene,281721651,281745033,0.5,+,.,g14297
ptg000453l,GeneMark.hmm3,gene,100180,101465,.,-,.,gene_id file_2_34603_g; transcript_id file_2_34603_t;
3_RagTag,AUGUSTUS,gene,72950748,72962265,0.29,-,.,g20286
3_RagTag,AUGUSTUS,gene,174423413,174424447,0.25,+,.,g22595
ptg001039l,AUGUSTUS,gene,15148,15537,0.68,-,.,g28269
2_RagTag,AUGUSTUS,gene,440509596,440510563,0.45,-,.,g18094
1_RagTag,AUGUSTUS,gene,161710394,161725635,0.01,+,.,g4198
1_RagTag,AUGUSTUS,gene,138307609,138351342,0.72,+,.,g3725
3_RagTag,AUGUSTUS,gene,101202865,101247361,0.01,-,.,g20983
2_RagTag,AUGUSTUS,gene,316359443,316360054,0.87,+,.,g15014
1_RagTag,AUGUSTUS,gene,9303215,9305463,0.06,-,.,g295
2_RagTag,AUGUSTUS,gene,8688526,8689212,0.92,+,.,g8288
ptg000281l,GeneMark.hmm3,gene,227313,227646,.,-,.,gene_id file_2_34396_g; transcript_id file_2_34396_t;
3_RagTag,AUGUSTUS,gene,233735953,233757221,0.23,+,.,g23769
3_RagTag,AUGUSTUS,gene,70836569,70837060,0.39,+,.,g20234
1_RagTag,AUGUSTUS,gene,116032200,116040903,0.43,+,.,g3354
2_RagTag,AUGUSTUS,gene,245640950,245646036,0.2,-,.,g13600
3_RagTag,AUGUSTUS,gene,119358076,119386317,0.01,-,.,g21402
3_RagTag,AUGUSTUS,gene,24922128,24923426,0.55,-,.,g19013
2_RagTag,AUGUSTUS,gene,275250837,275252253,0.95,-,.,g14149
2_RagTag,AUGUSTUS,gene,301463675,301478300,0.1,-,.,g14682
1_RagTag,AUGUSTUS,gene,109624244,109649303,0.08,-,.,g3237
1_RagTag,AUGUSTUS,gene,57107639,57122384,0.15,+,.,g1911
3_RagTag,AUGUSTUS,gene,39684212,39715052,0.13,+,.,g19455
3_RagTag,AUGUSTUS,gene,45207839,45244913,0.09,+,.,g19602
1_RagTag,AUGUSTUS,gene,21171236,21183105,0.01,+,.,g777
1_RagTag,AUGUSTUS,gene,286765874,286796616,0.11,-,.,g7155
2_RagTag,AUGUSTUS,gene,106507568,106535390,0.08,+,.,g10902
2_RagTag,AUGUSTUS,gene,216446749,216448505,0.08,+,.,g13059
3_RagTag,AUGUSTUS,gene,197237041,197237892,0.26,+,.,g23052
2_RagTag,AUGUSTUS,gene,143701072,143702372,0.09,-,.,g11649
3_RagTag,AUGUSTUS,gene,224736515,224736903,0.52,-,.,g23555
1_RagTag,AUGUSTUS,gene,240876903,240877274,0.65,-,.,g6121
2_RagTag,AUGUSTUS,gene,261358850,261373988,0.01,+,.,g13889
2_RagTag,AUGUSTUS,gene,179488094,179489623,0.13,-,.,g12380
2_RagTag,AUGUSTUS,gene,428116853,428151869,0.26,-,.,g17783
1_RagTag,GeneMark.hmm3,gene,18220145,18220633,.,-,.,gene_id file_2_806_g; transcript_id file_2_806_t;
3_RagTag,AUGUSTUS,gene,52875876,52881018,0.1,-,.,g19797
2_RagTag,GeneMark.hmm3,gene,400275370,400275723,.,+,.,gene_id file_2_21451_g; transcript_id file_2_21451_t;
ptg000281l,AUGUSTUS,gene,2971710,2974034,0.36,+,.,g27567
2_RagTag,AUGUSTUS,gene,142118754,142124778,0.43,+,.,g11617
2_RagTag,AUGUSTUS,gene,69836517,69846785,0.14,+,.,g9923
3_RagTag,AUGUSTUS,gene,70431524,70433230,1,-,.,g20221
3_RagTag,AUGUSTUS,gene,202227220,202227999,0.1,-,.,g23151
2_RagTag,AUGUSTUS,gene,278577997,278578361,0.33,-,.,g14242
2_RagTag,AUGUSTUS,gene,366707100,366715532,0.04,+,.,g16234
2_RagTag,AUGUSTUS,gene,426899680,426902873,0.63,-,.,g17742
3_RagTag,AUGUSTUS,gene,174518489,174531737,0.04,-,.,g22599
ptg000718l,AUGUSTUS,gene,278620,279210,0.75,+,.,g27958
3_RagTag,AUGUSTUS,gene,195653769,195680595,0.53,+,.,g23024
3_RagTag,AUGUSTUS,gene,252132179,252134355,0.62,-,.,g24137
2_RagTag,AUGUSTUS,gene,192773716,192774302,0.12,-,.,g12658
3_RagTag,AUGUSTUS,gene,363796587,363815130,0.1,-,.,g26927
1_RagTag,AUGUSTUS,gene,230817583,230836117,0.27,-,.,g5898
2_RagTag,AUGUSTUS,gene,260542596,260543846,0.88,-,.,g13873
1_RagTag,AUGUSTUS,gene,83585519,83596391,0.24,-,.,g2665
2_RagTag,AUGUSTUS,gene,302645502,302660182,0.06,-,.,g14706
1_RagTag,AUGUSTUS,gene,53579162,53581390,0.03,+,.,g1804
3_RagTag,AUGUSTUS,gene,292394397,292406819,0.09,-,.,g25172
3_RagTag,AUGUSTUS,gene,284966594,284968339,0.72,+,.,g24910
3_RagTag,AUGUSTUS,gene,223786736,223791166,0.12,+,.,g23538
2_RagTag,AUGUSTUS,gene,432537945,432538424,0.94,-,.,g17929
2_RagTag,AUGUSTUS,gene,325576723,325578728,0.02,+,.,g15256
3_RagTag,AUGUSTUS,gene,147861618,147862827,0.59,-,.,g22051
1_RagTag,AUGUSTUS,gene,21838649,21839912,0.52,-,.,g799
3_RagTag,AUGUSTUS,gene,124621255,124647610,0.03,+,.,g21534
2_RagTag,AUGUSTUS,gene,108397794,108399270,0.17,-,.,g10968
3_RagTag,AUGUSTUS,gene,67679856,67702519,0.01,-,.,g20135
1_RagTag,GeneMark.hmm3,gene,16658778,16659184,.,-,.,gene_id file_2_744_g; transcript_id file_2_744_t;
1_RagTag,AUGUSTUS,gene,274837900,274867295,0.02,+,.,g6820
3_RagTag,AUGUSTUS,gene,114357676,114359802,0.59,-,.,g21257
3_RagTag,AUGUSTUS,gene,9504985,9525773,0.02,+,.,g18519
1_RagTag,GeneMark.hmm3,gene,40909133,40910149,.,-,.,gene_id file_2_1726_g; transcript_id file_2_1726_t;
2_RagTag,AUGUSTUS,gene,419352453,419358479,0.06,+,.,g17532
3_RagTag,GeneMark.hmm3,gene,198880315,198880732,.,-,.,gene_id file_2_28995_g; transcript_id file_2_28995_t;
3_RagTag,AUGUSTUS,gene,288274129,288277136,0.81,-,.,g25054
3_RagTag,AUGUSTUS,gene,31740403,31740990,0.46,-,.,g19231
1_RagTag,AUGUSTUS,gene,283028883,283077076,0.08,-,.,g7027
1_RagTag,AUGUSTUS,gene,306350897,306355507,0.06,+,.,g7778
2_RagTag,AUGUSTUS,gene,95317301,95318163,0.26,-,.,g10588
3_RagTag,AUGUSTUS,gene,63726183,63727395,0.92,+,.,g20042
2_RagTag,AUGUSTUS,gene,380081055,380116054,0.02,+,.,g16520
1_RagTag,GeneMark.hmm3,gene,114734010,114739362,.,-,.,gene_id file_2_4232_g; transcript_id file_2_4232_t;
2_RagTag,AUGUSTUS,gene,435669233,435670141,0.78,-,.,g17997
1_RagTag,AUGUSTUS,gene,17203332,17207164,0.02,+,.,g606
2_RagTag,AUGUSTUS,gene,115407486,115443426,0.09,+,.,g11123
1_RagTag,AUGUSTUS,gene,271450982,271463686,0.17,+,.,g6752
2_RagTag,AUGUSTUS,gene,141968699,141969157,0.75,-,.,g11610
1_RagTag,AUGUSTUS,gene,95825827,95829239,0.98,+,.,g2943
1_RagTag,AUGUSTUS,gene,220688905,220690121,0.92,-,.,g5526
1_RagTag,AUGUSTUS,gene,252239146,252296036,0.01,+,.,g6359
3_RagTag,AUGUSTUS,gene,372869877,372871166,0.79,+,.,g27206
1_RagTag,AUGUSTUS,gene,20527939,20528716,0.88,-,.,g757
3_RagTag,GeneMark.hmm3,gene,268085199,268087179,.,+,.,gene_id file_2_30744_g; transcript_id file_2_30744_t;
2_RagTag,AUGUSTUS,gene,305395645,305397290,0.06,-,.,g14774
1_RagTag,AUGUSTUS,gene,58163725,58194056,0.06,+,.,g1947
1_RagTag,AUGUSTUS,gene,246246146,246247799,0.82,+,.,g6226
3_RagTag,AUGUSTUS,gene,312768422,312798029,0.94,-,.,g25620
2_RagTag,AUGUSTUS,gene,161341854,161356997,0.27,-,.,g11973
1_RagTag,AUGUSTUS,gene,79681786,79685837,0.06,+,.,g2541
3_RagTag,AUGUSTUS,gene,179527923,179528373,0.82,+,.,g22703
3_RagTag,AUGUSTUS,gene,112451199,112467325,0.11,-,.,g21215
2_RagTag,AUGUSTUS,gene,424194947,424223770,0.01,+,.,g17647
1_RagTag,AUGUSTUS,gene,187792718,187793374,0.94,-,.,g4622
3_RagTag,AUGUSTUS,gene,145205258,145208943,0.22,+,.,g21998
3_RagTag,AUGUSTUS,gene,264301597,264302547,0.33,+,.,g24391
1_RagTag,AUGUSTUS,gene,252343901,252345518,0.04,+,.,g6362
1_RagTag,AUGUSTUS,gene,152508928,152511992,0.47,+,.,g4053
2_RagTag,AUGUSTUS,gene,272504093,272530586,0.17,-,.,g14102
2_RagTag,AUGUSTUS,gene,395876651,395877611,0.14,+,.,g16882
ptg000242l,AUGUSTUS,gene,376930,377361,0.59,-,.,g27448
3_RagTag,AUGUSTUS,gene,179577756,179617784,0.03,+,.,g22706
2_RagTag,AUGUSTUS,gene,408335053,408336243,0.99,+,.,g17182
3_RagTag,AUGUSTUS,gene,243192431,243200872,0.01,+,.,g23932
2_RagTag,AUGUSTUS,gene,179880719,179882174,0.89,+,.,g12389
3_RagTag,AUGUSTUS,gene,175596951,175689405,0.17,-,.,g22615
3_RagTag,AUGUSTUS,gene,283543929,283556944,0.07,-,.,g24869
3_RagTag,AUGUSTUS,gene,45152146,45159734,0.17,+,.,g19599
1_RagTag,AUGUSTUS,gene,106584253,106620180,0.08,-,.,g3183
3_RagTag,AUGUSTUS,gene,238996618,239020978,0.01,+,.,g23860
2_RagTag,AUGUSTUS,gene,205239227,205243460,0.03,+,.,g12901
2_RagTag,AUGUSTUS,gene,141973229,141974579,0.41,+,.,g11611
2_RagTag,AUGUSTUS,gene,275815109,275831005,0.01,+,.,g14169
3_RagTag,AUGUSTUS,gene,153950799,153977703,0.15,+,.,g22165
2_RagTag,GeneMark.hmm3,gene,205905855,205906160,.,+,.,gene_id file_2_16319_g; transcript_id file_2_16319_t;
2_RagTag,AUGUSTUS,gene,424052685,424081378,0.02,-,.,g17641
3_RagTag,AUGUSTUS,gene,310015777,310026657,0.03,+,.,g25550
2_RagTag,AUGUSTUS,gene,395969809,395981831,0,+,.,g16888
1_RagTag,AUGUSTUS,gene,236150122,236152695,0.12,-,.,g6029
2_RagTag,AUGUSTUS,gene,98624140,98686975,0.01,+,.,g10701
2_RagTag,AUGUSTUS,gene,247311881,247313841,0.12,-,.,g13645
2_RagTag,AUGUSTUS,gene,342035717,342079930,0.22,-,.,g15658
3_RagTag,AUGUSTUS,gene,330534954,330536646,0.33,-,.,g26096
1_RagTag,AUGUSTUS,gene,103685337,103686131,0.86,-,.,g3105
1_RagTag,AUGUSTUS,gene,135416475,135417752,0.11,-,.,g3660
2_RagTag,GeneMark.hmm3,gene,439166500,439174807,.,-,.,gene_id file_2_22754_g; transcript_id file_2_22754_t;
3_RagTag,AUGUSTUS,gene,88013583,88014371,0.17,-,.,g20659
2_RagTag,AUGUSTUS,gene,275091725,275094043,0.25,+,.,g14143
3_RagTag,AUGUSTUS,gene,285539918,285548388,0.01,-,.,g24933
2_RagTag,AUGUSTUS,gene,27654729,27684149,0.13,+,.,g8796
3_RagTag,AUGUSTUS,gene,15213469,15214616,0.14,+,.,g18710
2_RagTag,AUGUSTUS,gene,336614942,336618402,0.24,-,.,g15530
2_RagTag,AUGUSTUS,gene,315399416,315411909,0.17,-,.,g14998
2_RagTag,AUGUSTUS,gene,318808046,318815306,0.07,-,.,g15086
2_RagTag,AUGUSTUS,gene,103528254,103530013,0.04,-,.,g10827
1_RagTag,AUGUSTUS,gene,174360359,174375407,0.25,-,.,g4377
3_RagTag,AUGUSTUS,gene,163404057,163405277,0.85,+,.,g22354
2_RagTag,GeneMark.hmm3,gene,300120476,300121154,.,+,.,gene_id file_2_18601_g; transcript_id file_2_18601_t;
2_RagTag,AUGUSTUS,gene,61467797,61469057,0.88,+,.,g9727
ptg000460l,AUGUSTUS,gene,108299,109033,0.14,-,.,g27671
1_RagTag,AUGUSTUS,gene,279244778,279245237,0.51,-,.,g6930
1_RagTag,AUGUSTUS,gene,310397882,310399173,0.32,-,.,g7925
1_RagTag,AUGUSTUS,gene,215326835,215337684,0,+,.,g5322
2_RagTag,AUGUSTUS,gene,349352555,349352854,0.47,-,.,g15826
2_RagTag,AUGUSTUS,gene,54986192,54988534,0.42,-,.,g9560
2_RagTag,AUGUSTUS,gene,62086165,62123297,0.11,-,.,g9744
3_RagTag,GeneMark.hmm3,gene,42711940,42712643,.,-,.,gene_id file_2_24559_g; transcript_id file_2_24559_t;
3_RagTag,AUGUSTUS,gene,100320259,100321038,0.09,+,.,g20969
1_RagTag,AUGUSTUS,gene,2422975,2423271,0.65,-,.,g88
3_RagTag,AUGUSTUS,gene,173580907,173603306,0.01,-,.,g22564
ptg000798l,AUGUSTUS,gene,14421,92421,0.3,-,.,g28055
2_RagTag,AUGUSTUS,gene,269098230,269197877,0.05,-,.,g14039
1_RagTag,AUGUSTUS,gene,311892871,311894623,0.2,+,.,g7955
2_RagTag,AUGUSTUS,gene,52997461,52999080,0.94,-,.,g9450
1_RagTag,AUGUSTUS,gene,199866419,199868736,0.57,-,.,g4890
1_RagTag,AUGUSTUS,gene,116464782,116499228,0.01,-,.,g3361
2_RagTag,AUGUSTUS,gene,94409756,94410729,0.4,+,.,g10563
1_RagTag,AUGUSTUS,gene,229296518,229297452,0.14,-,.,g5849
2_RagTag,AUGUSTUS,gene,29641562,29644425,0.31,-,.,g8884
2_RagTag,AUGUSTUS,gene,398584855,398586279,0.39,+,.,g16960
2_RagTag,AUGUSTUS,gene,226282032,226283370,0.18,-,.,g13220
ptg000401l,AUGUSTUS,gene,26849,27779,0.07,+,.,g27640
1_RagTag,AUGUSTUS,gene,117283552,117286552,0.97,-,.,g3373
2_RagTag,AUGUSTUS,gene,195899303,195900419,0.16,+,.,g12735
3_RagTag,AUGUSTUS,gene,348561206,348562066,0.41,-,.,g26487
2_RagTag,AUGUSTUS,gene,235031750,235077853,0.24,+,.,g13403
1_RagTag,AUGUSTUS,gene,66476844,66489572,0.59,+,.,g2185
1_RagTag,AUGUSTUS,gene,278982116,278992512,0.2,-,.,g6918
3_RagTag,AUGUSTUS,gene,368860807,368862547,0.34,-,.,g27085
1_RagTag,AUGUSTUS,gene,242613303,242636166,0.07,-,.,g6157
3_RagTag,AUGUSTUS,gene,228263285,228263542,0.19,+,.,g23663
1_RagTag,GeneMark.hmm3,gene,294472808,294473247,.,+,.,gene_id file_2_9356_g; transcript_id file_2_9356_t;
ptg000818l,AUGUSTUS,gene,18052,19561,0.08,+,.,g28076
1_RagTag,AUGUSTUS,gene,100460750,100494528,0.38,-,.,g3038
2_RagTag,AUGUSTUS,gene,260532881,260534674,0.19,+,.,g13872
2_RagTag,AUGUSTUS,gene,356343249,356356972,0.19,+,.,g16011
2_RagTag,AUGUSTUS,gene,364435995,364440472,0.8,-,.,g16177
2_RagTag,AUGUSTUS,gene,351785277,351785859,0.42,+,.,g15882
2_RagTag,AUGUSTUS,gene,10961347,10978562,0.04,+,.,g8334
2_RagTag,AUGUSTUS,gene,430730148,430733921,0.68,+,.,g17846
2_RagTag,AUGUSTUS,gene,4045824,4046717,0.99,-,.,g8178
1_RagTag,AUGUSTUS,gene,309446234,309449602,0.04,-,.,g7890
1_RagTag,GeneMark.hmm3,gene,31370938,31373732,.,+,.,gene_id file_2_1419_g; transcript_id file_2_1419_t;
3_RagTag,AUGUSTUS,gene,94245766,94247589,0.04,+,.,g20829
3_RagTag,AUGUSTUS,gene,301281751,301285673,0.13,-,.,g25335
2_RagTag,AUGUSTUS,gene,255093551,255101199,0.19,-,.,g13769
2_RagTag,AUGUSTUS,gene,113317173,113317778,0.38,-,.,g11089
2_RagTag,AUGUSTUS,gene,417059101,417061972,0.2,+,.,g17459
1_RagTag,AUGUSTUS,gene,314583160,314616166,0.01,-,.,g8056
2_RagTag,AUGUSTUS,gene,245457750,245458475,0.08,+,.,g13598
3_RagTag,AUGUSTUS,gene,88559645,88564944,0.13,-,.,g20676
2_RagTag,AUGUSTUS,gene,66819326,66819860,0.35,-,.,g9851
3_RagTag,AUGUSTUS,gene,140563171,140580408,0.12,-,.,g21883
2_RagTag,AUGUSTUS,gene,211070005,211071324,0.36,+,.,g12988
2_RagTag,AUGUSTUS,gene,26019023,26020255,0.5,+,.,g8748
1_RagTag,AUGUSTUS,gene,137570993,137572023,0.75,-,.,g3708
1_RagTag,AUGUSTUS,gene,90190517,90191578,1,+,.,g2819
3_RagTag,GeneMark.hmm3,gene,27322313,27332101,.,-,.,gene_id file_2_24009_g; transcript_id file_2_24009_t;
1_RagTag,AUGUSTUS,gene,64804552,64829190,0.01,+,.,g2125
3_RagTag,AUGUSTUS,gene,352773306,352774226,0.27,+,.,g26641
2_RagTag,AUGUSTUS,gene,87619844,87620237,0.28,-,.,g10358
3_RagTag,AUGUSTUS,gene,328523197,328524637,0.75,-,.,g26027
3_RagTag,AUGUSTUS,gene,98768646,98768921,0.31,+,.,g20936
3_RagTag,AUGUSTUS,gene,48633881,48652624,0.23,+,.,g19687
1_RagTag,AUGUSTUS,gene,2818883,2820196,0.16,-,.,g107
3_RagTag,AUGUSTUS,gene,64877086,64877584,0.07,-,.,g20066
1_RagTag,AUGUSTUS,gene,100494814,100496270,0.76,+,.,g3039
3_RagTag,AUGUSTUS,gene,340948230,340954978,0.13,+,.,g26293
3_RagTag,AUGUSTUS,gene,129944905,129964367,0.34,+,.,g21647
1_RagTag,AUGUSTUS,gene,26499882,26500589,0.3,+,.,g961
1_RagTag,AUGUSTUS,gene,108715670,108733618,0.04,-,.,g3219
2_RagTag,AUGUSTUS,gene,186716916,186718079,0.61,+,.,g12524
1_RagTag,AUGUSTUS,gene,177409539,177414624,0.14,+,.,g4424
3_RagTag,AUGUSTUS,gene,154466456,154467166,0.96,-,.,g22175
2_RagTag,AUGUSTUS,gene,54753416,54768497,0.2,-,.,g9549
3_RagTag,AUGUSTUS,gene,359489007,359490199,0.17,+,.,g26831
1_RagTag,AUGUSTUS,gene,26577609,26580058,0.25,+,.,g969
3_RagTag,AUGUSTUS,gene,236479754,236484930,0.01,+,.,g23809
ptg001103l,AUGUSTUS,gene,6689,7203,0.6,+,.,g28292
2_RagTag,AUGUSTUS,gene,176242842,176295983,0.01,+,.,g12304
1_RagTag,AUGUSTUS,gene,182122839,182123213,0.15,-,.,g4500
1_RagTag,AUGUSTUS,gene,24244201,24254722,0.42,+,.,g889
2_RagTag,AUGUSTUS,gene,376793157,376793476,0.61,-,.,g16453
1_RagTag,AUGUSTUS,gene,307706905,307743262,0.01,-,.,g7823
2_RagTag,AUGUSTUS,gene,225442700,225447172,0.03,-,.,g13198
2_RagTag,AUGUSTUS,gene,217519956,217523601,0.08,+,.,g13069
2_RagTag,AUGUSTUS,gene,76838684,76916303,0.01,+,.,g10094
3_RagTag,AUGUSTUS,gene,364599769,364600499,0.44,+,.,g26944
1_RagTag,AUGUSTUS,gene,171441400,171521027,0.19,-,.,g4327
1_RagTag,AUGUSTUS,gene,86439211,86448953,0.06,+,.,g2753
2_RagTag,AUGUSTUS,gene,433962847,433966071,0.02,-,.,g17966
2_RagTag,GeneMark.hmm3,gene,205860205,205860798,.,+,.,gene_id file_2_16318_g; transcript_id file_2_16318_t;
1_RagTag,AUGUSTUS,gene,221196293,221198182,0.31,-,.,g5547
3_RagTag,AUGUSTUS,gene,164530892,164532403,0.5,+,.,g22375
1_RagTag,GeneMark.hmm3,gene,32543491,32547587,.,-,.,gene_id file_2_1450_g; transcript_id file_2_1450_t;
3_RagTag,AUGUSTUS,gene,3614831,3616073,0.1,+,.,g18331
2_RagTag,AUGUSTUS,gene,258937018,258940932,0.42,+,.,g13850
2_RagTag,AUGUSTUS,gene,405086778,405087255,0.33,-,.,g17105
3_RagTag,AUGUSTUS,gene,247054656,247062474,0.07,-,.,g24002
2_RagTag,AUGUSTUS,gene,340053646,340056851,0.14,+,.,g15619
1_RagTag,AUGUSTUS,gene,275346027,275385484,0.18,-,.,g6827
3_RagTag,AUGUSTUS,gene,34871111,34889244,0.31,+,.,g19326
3_RagTag,AUGUSTUS,gene,180540995,180615260,0.02,+,.,g22730
3_RagTag,AUGUSTUS,gene,201522077,201542332,0.08,-,.,g23136
1_RagTag,AUGUSTUS,gene,280832692,280842183,0.04,+,.,g6967
2_RagTag,AUGUSTUS,gene,418605033,418619294,0.32,+,.,g17512
ptg000043l,AUGUSTUS,gene,14774,15349,0.76,+,.,g27290
2_RagTag,AUGUSTUS,gene,7859697,7870710,0.09,+,.,g8270
2_RagTag,AUGUSTUS,gene,205251597,205253617,0.09,+,.,g12903
2_RagTag,AUGUSTUS,gene,47904498,47927267,0.06,-,.,g9337
2_RagTag,AUGUSTUS,gene,63645749,63693617,0.01,+,.,g9783
3_RagTag,AUGUSTUS,gene,186314500,186335027,0.02,+,.,g22852
3_RagTag,GeneMark.hmm3,gene,60008283,60009042,.,+,.,gene_id file_2_25032_g; transcript_id file_2_25032_t;
1_RagTag,AUGUSTUS,gene,13091092,13092456,0.26,+,.,g438
ptg000948l,GeneMark.hmm3,gene,31098,31656,.,-,.,gene_id file_2_35240_g; transcript_id file_2_35240_t;
1_RagTag,AUGUSTUS,gene,52585403,52585872,0.76,+,.,g1761
3_RagTag,AUGUSTUS,gene,63418287,63419012,0.61,-,.,g20035
3_RagTag,AUGUSTUS,gene,353263849,353273425,0.03,+,.,g26659
2_RagTag,AUGUSTUS,gene,388842161,388842524,0.31,+,.,g16721
2_RagTag,AUGUSTUS,gene,418592592,418594469,0.26,-,.,g17510
3_RagTag,AUGUSTUS,gene,210369956,210371203,0.27,-,.,g23284
1_RagTag,AUGUSTUS,gene,288433411,288439418,0.12,+,.,g7195
1_RagTag,AUGUSTUS,gene,80447758,80450444,0.61,+,.,g2560
2_RagTag,AUGUSTUS,gene,134184884,134186268,0.36,-,.,g11453
1_RagTag,AUGUSTUS,gene,199397268,199402922,0.02,-,.,g4887
2_RagTag,AUGUSTUS,gene,89930585,89931070,0.39,-,.,g10434
1_RagTag,AUGUSTUS,gene,212247838,212265163,0.02,-,.,g5237
2_RagTag,AUGUSTUS,gene,11392059,11434319,0.22,-,.,g8350
1_RagTag,AUGUSTUS,gene,268170390,268173156,0.07,+,.,g6688
2_RagTag,AUGUSTUS,gene,383231874,383232692,0.93,+,.,g16574
2_RagTag,AUGUSTUS,gene,50053008,50074287,0.14,+,.,g9382
3_RagTag,AUGUSTUS,gene,131759351,131768903,0.59,-,.,g21681
3_RagTag,AUGUSTUS,gene,236689095,236704488,0.02,-,.,g23811
1_RagTag,AUGUSTUS,gene,95573492,95622456,0.01,+,.,g2938
3_RagTag,AUGUSTUS,gene,34656491,34657560,0.02,+,.,g19324
2_RagTag,AUGUSTUS,gene,190826542,190827034,0.99,+,.,g12610
3_RagTag,AUGUSTUS,gene,38158798,38187464,0.13,-,.,g19420
1_RagTag,AUGUSTUS,gene,300556540,300557602,0.65,-,.,g7588
2_RagTag,AUGUSTUS,gene,312558956,312561368,0.46,-,.,g14935
3_RagTag,AUGUSTUS,gene,77508414,77509844,0.93,-,.,g20385
ptg000529l,AUGUSTUS,gene,727849,732379,0.03,+,.,g27794
3_RagTag,AUGUSTUS,gene,224474755,224480882,0.08,-,.,g23549
3_RagTag,AUGUSTUS,gene,155162973,155163726,0.41,-,.,g22184
1_RagTag,AUGUSTUS,gene,146480537,146480832,0.17,-,.,g3936
2_RagTag,AUGUSTUS,gene,74379290,74379703,0.5,+,.,g10039
3_RagTag,AUGUSTUS,gene,87979520,88000588,0.05,-,.,g20656
3_RagTag,AUGUSTUS,gene,315315229,315329188,0.32,+,.,g25690
3_RagTag,AUGUSTUS,gene,309549034,309560513,0.3,+,.,g25542
1_RagTag,AUGUSTUS,gene,254536192,254536897,0.4,+,.,g6404
2_RagTag,AUGUSTUS,gene,443238914,443239555,0.98,-,.,g18161
2_RagTag,AUGUSTUS,gene,23967625,23983756,0.32,-,.,g8696
2_RagTag,GeneMark.hmm3,gene,191350336,191350751,.,+,.,gene_id file_2_15939_g; transcript_id file_2_15939_t;
1_RagTag,AUGUSTUS,gene,98942460,98942994,0.04,+,.,g2998
2_RagTag,AUGUSTUS,gene,401338070,401346085,0.67,-,.,g17013
2_RagTag,AUGUSTUS,gene,417141837,417142148,0.23,+,.,g17461
2_RagTag,AUGUSTUS,gene,336778718,336827147,0.03,-,.,g15533
1_RagTag,AUGUSTUS,gene,246261519,246263059,0.75,+,.,g6228
1_RagTag,AUGUSTUS,gene,48758414,48772506,0.32,+,.,g1655
3_RagTag,AUGUSTUS,gene,15573110,15600187,0.27,-,.,g18722
1_RagTag,AUGUSTUS,gene,89781098,89781657,0,+,.,g2808
3_RagTag,AUGUSTUS,gene,81805309,81816390,0.04,-,.,g20498
2_RagTag,GeneMark.hmm3,gene,136362871,136371763,.,-,.,gene_id file_2_14490_g; transcript_id file_2_14490_t;
2_RagTag,AUGUSTUS,gene,137324412,137386307,0.03,-,.,g11525
2_RagTag,AUGUSTUS,gene,413020855,413021385,0.93,+,.,g17322
2_RagTag,AUGUSTUS,gene,298618878,298619410,0.01,-,.,g14635
1_RagTag,GeneMark.hmm3,gene,226225104,226234373,.,-,.,gene_id file_2_7263_g; transcript_id file_2_7263_t;
3_RagTag,AUGUSTUS,gene,304285123,304287166,0.05,-,.,g25418
1_RagTag,AUGUSTUS,gene,301675415,301675899,0.75,+,.,g7641
2_RagTag,AUGUSTUS,gene,33890896,33891596,0.24,+,.,g9001
1_RagTag,AUGUSTUS,gene,72817013,72818146,0.23,-,.,g2334
